Work,KL1,KD0,KD2,CL1,CD0,CD2_theta,(L/D)_max,AOA_max (deg),CL,CD,Wing Area (S),Span (b),Chord (c)
Synth_184,186.92614808088143,1.896426093599448,418.323822805571,1.4954,0.0152,3.3466,3.32,3.86,0.1007,0.0303,0.0795,0.69,0.115
Synth_185,200.80309883659652,5.405461029945415,447.8037726666519,1.6064,0.0432,3.5824,2.04,6.29,0.1765,0.0865,0.0453,0.521,0.087
Synth_186,241.99616365322385,3.841782474085833,192.7205073204486,1.936,0.0307,1.5418,4.45,8.09,0.2733,0.0615,0.0293,0.419,0.07
Synth_187,75.45311730940931,6.053215231191205,378.9169022429416,0.6036,0.0484,3.0313,0.79,7.24,0.0763,0.0969,0.1049,0.793,0.132
Synth_188,132.44482073110913,3.5701166017275585,289.49169428861313,1.0596,0.0286,2.3159,2.06,6.36,0.1177,0.0571,0.068,0.639,0.106
Synth_189,223.2449084525296,6.249640529987175,591.5580934265183,1.786,0.05,4.7325,1.84,5.89,0.1836,0.1,0.0436,0.511,0.085
Synth_190,193.23391828310696,5.404684077969545,537.2048521362887,1.5459,0.0432,4.2976,1.79,5.75,0.1551,0.0865,0.0516,0.556,0.093
Synth_191,316.8837183463009,5.221756757051384,155.84337831076692,2.5351,0.0418,1.2467,5.55,10.49,0.464,0.0835,0.0172,0.322,0.054
Synth_192,282.3851896417236,3.6155017083443015,584.1232527781895,2.2591,0.0289,4.673,3.07,4.51,0.1777,0.0578,0.045,0.52,0.087
Synth_193,156.9076515997209,2.4058398336132,494.918972952635,1.2553,0.0192,3.9594,2.27,3.99,0.0875,0.0385,0.0914,0.741,0.123
Synth_194,216.47091521038985,2.6086032572702127,256.88499821295824,1.7318,0.0209,2.0551,4.18,5.77,0.1745,0.0417,0.0458,0.524,0.087
Synth_195,230.4959599776172,5.540484331766834,130.14736467258987,1.844,0.0443,1.0412,4.29,11.82,0.3805,0.0886,0.021,0.355,0.059
Synth_196,303.0957482587162,6.417873723484345,568.1269632668971,2.4248,0.0513,4.545,2.51,6.09,0.2577,0.1027,0.031,0.432,0.072
Synth_197,308.97451737159946,2.754104843135883,431.2065237050544,2.4718,0.022,3.4497,4.48,4.58,0.1975,0.0441,0.0405,0.493,0.082
Synth_198,199.51815932782867,4.924317580608859,507.85934394833504,1.5961,0.0394,4.0629,1.99,5.64,0.1572,0.0788,0.0509,0.553,0.092
Synth_199,93.72515130357148,4.294064043968148,370.09429087778193,0.7498,0.0344,2.9608,1.18,6.17,0.0808,0.0687,0.0991,0.771,0.128
Synth_200,133.41025394094717,4.407652658578197,203.21542785667472,1.0673,0.0353,1.6257,2.23,8.44,0.1572,0.0705,0.0509,0.553,0.092
Synth_201,255.8152045390622,3.64211680158134,92.17248771985705,2.0465,0.0291,0.7374,6.98,11.39,0.4068,0.0583,0.0197,0.343,0.057
Synth_202,89.9636077837044,5.503095347379845,493.30904797535936,0.7197,0.044,3.9465,0.86,6.05,0.076,0.088,0.1052,0.795,0.132
Synth_203,260.535891367133,1.5264075159240669,378.6799376869876,2.0843,0.0122,3.0294,5.42,3.64,0.1323,0.0244,0.0605,0.602,0.1
Synth_204,315.18552080819177,3.9623970813001184,541.3254974980755,2.5215,0.0317,4.3306,3.4,4.9,0.2157,0.0634,0.0371,0.472,0.079
Synth_205,295.53200629739354,4.212712888036249,282.03986687833105,2.3643,0.0337,2.2563,4.29,7.0,0.2889,0.0674,0.0277,0.408,0.068
Synth_206,207.1890580080319,4.625397020759719,408.46605957819526,1.6575,0.037,3.2677,2.38,6.1,0.1764,0.074,0.0454,0.522,0.087
Synth_207,283.9749753466039,6.25087200863216,520.9111185719394,2.2718,0.05,4.1673,2.49,6.28,0.2489,0.1,0.0321,0.439,0.073
Synth_208,209.81221033901173,2.556772302786221,331.3307898789331,1.6785,0.0205,2.6506,3.6,5.03,0.1474,0.0409,0.0543,0.571,0.095
Synth_209,141.40674474216536,1.5577047675022642,362.0877583455717,1.1313,0.0125,2.8967,2.98,3.76,0.0742,0.0249,0.1078,0.804,0.134
Synth_210,78.27656841247554,5.196974067467387,422.6725467103328,0.6262,0.0416,3.3814,0.84,6.35,0.0694,0.0832,0.1152,0.831,0.139
Synth_211,318.98899189462816,1.9675337646458488,308.84220521562906,2.5519,0.0157,2.4707,6.47,4.57,0.2037,0.0315,0.0393,0.485,0.081
Synth_212,77.17116682130417,3.721114849286913,166.37125966271418,0.6174,0.0298,1.331,1.55,8.57,0.0923,0.0595,0.0866,0.721,0.12
Synth_213,134.39381323931337,3.862001550366073,175.21379351077746,1.0752,0.0309,1.4017,2.58,8.51,0.1596,0.0618,0.0501,0.548,0.091
Synth_214,247.9488056344393,4.8752144233756125,437.7714174152863,1.9836,0.039,3.5022,2.68,6.05,0.2093,0.078,0.0382,0.479,0.08
Synth_215,204.20769281480992,6.3352025885959655,381.8321369979619,1.6337,0.0507,3.0547,2.08,7.38,0.2104,0.1014,0.038,0.478,0.08
Synth_216,294.04622220052704,3.375505913710698,168.28283535328708,2.3524,0.027,1.3463,6.17,8.11,0.3332,0.054,0.024,0.38,0.063
Synth_217,100.18719562061747,6.12377461130676,188.21667123418223,0.8015,0.049,1.5057,1.48,10.33,0.1446,0.098,0.0553,0.576,0.096
Synth_218,318.8307650224282,1.855816452620702,358.3162922565566,2.5506,0.0148,2.8665,6.18,4.12,0.1836,0.0297,0.0436,0.511,0.085
Synth_219,224.2355262824769,2.0564702955916854,143.3100038877015,1.7939,0.0165,1.1465,6.53,6.86,0.2149,0.0329,0.0372,0.473,0.079
Synth_220,160.3942822276881,1.7690914324000893,261.65413260374027,1.2832,0.0142,2.0932,3.73,4.71,0.1055,0.0283,0.0758,0.674,0.112
Synth_221,276.5102351790107,2.021739197327758,567.156034222656,2.2121,0.0162,4.5372,4.08,3.42,0.1321,0.0323,0.0606,0.603,0.1
Synth_222,172.79513844755587,5.1106774683431,461.7699034651977,1.3824,0.0409,3.6942,1.78,6.03,0.1454,0.0818,0.055,0.575,0.096
Synth_223,163.28248396891811,5.949672543384285,586.9894312921346,1.3063,0.0476,4.6959,1.38,5.77,0.1315,0.0952,0.0608,0.604,0.101
Synth_224,140.27964767641612,6.044724434985865,257.1105644040138,1.1222,0.0484,2.0569,1.78,8.79,0.1721,0.0967,0.0465,0.528,0.088
Synth_225,138.44715553579823,3.670078572599225,476.205691264392,1.1076,0.0294,3.8096,1.66,5.03,0.0972,0.0587,0.0823,0.703,0.117
Synth_226,215.2167582536541,2.356360802289694,440.71738720693446,1.7217,0.0189,3.5257,3.34,4.19,0.1259,0.0377,0.0635,0.617,0.103
Synth_227,136.3566124697897,4.428063395413638,599.3884653732778,1.0909,0.0354,4.7951,1.32,4.92,0.0938,0.0708,0.0853,0.716,0.119
Synth_228,89.23049068879956,2.2442337581028258,327.72443941915924,0.7138,0.018,2.6218,1.65,4.74,0.0591,0.0359,0.1354,0.901,0.15
Synth_229,73.68382800270786,2.3801705661634585,465.9169505264504,0.5895,0.019,3.7273,1.11,4.1,0.0421,0.0381,0.1899,1.067,0.178
Synth_230,266.474709673396,4.608774131542316,88.90459110561946,2.1318,0.0369,0.7112,6.58,13.05,0.4854,0.0737,0.0165,0.314,0.052
Synth_231,152.98651928966,5.175623221511095,496.552011772845,1.2239,0.0414,3.9724,1.51,5.85,0.125,0.0828,0.064,0.62,0.103
Synth_232,174.6927460773021,5.878093600037522,535.8099895297237,1.3975,0.047,4.2865,1.56,6.0,0.1464,0.094,0.0547,0.573,0.095
Synth_233,197.4338597527868,3.861236974662581,336.1634586472306,1.5795,0.0309,2.6893,2.74,6.14,0.1693,0.0618,0.0473,0.533,0.089
Synth_234,292.1464231383592,4.718249897965492,341.2351860578869,2.3372,0.0377,2.7299,3.64,6.74,0.2748,0.0755,0.0291,0.418,0.07
Synth_235,70.63070112889204,3.9222852334527993,243.8606253486044,0.565,0.0314,1.9509,1.14,7.27,0.0717,0.0628,0.1116,0.818,0.136
Synth_236,119.01208460206088,2.358742217503374,92.31821181455076,0.9521,0.0189,0.7385,4.03,9.16,0.1522,0.0377,0.0526,0.562,0.094
Synth_237,112.23438465431524,3.4863622204974165,391.2783676403271,0.8979,0.0279,3.1302,1.52,5.41,0.0848,0.0558,0.0944,0.753,0.125
Synth_238,148.02512958940042,3.0990583008871955,237.54783002255752,1.1842,0.0248,1.9004,2.73,6.54,0.1353,0.0496,0.0591,0.596,0.099
Synth_239,158.68608291308408,4.350856413926642,232.69062887355977,1.2695,0.0348,1.8615,2.49,7.83,0.1736,0.0696,0.0461,0.526,0.088
Synth_240,120.4904962582508,3.112979226337215,41.74466943179743,0.9639,0.0249,0.334,5.28,15.65,0.2632,0.0498,0.0304,0.427,0.071
Synth_241,191.433126617349,1.565527784028638,322.6663068554,1.5315,0.0125,2.5813,4.26,3.99,0.1067,0.025,0.075,0.671,0.112
Synth_242,266.0696603539195,3.502545977044038,545.3860288403088,2.1286,0.028,4.3631,3.04,4.59,0.1706,0.056,0.0469,0.53,0.088
Synth_243,157.13328297138148,5.694813671216805,67.3999211439251,1.2571,0.0456,0.5392,4.01,16.65,0.3654,0.0911,0.0219,0.362,0.06
Synth_244,75.143332991568,3.3585525223730537,129.3137782060857,0.6011,0.0269,1.0345,1.8,9.23,0.0969,0.0537,0.0826,0.704,0.117
Synth_245,302.071667010424,5.420067715399588,140.6966922931343,2.4166,0.0434,1.1256,5.47,11.25,0.4743,0.0867,0.0169,0.318,0.053
Synth_246,145.6012774376088,3.799303974279165,445.4934414907647,1.1648,0.0304,3.5639,1.77,5.29,0.1076,0.0608,0.0744,0.668,0.111
Synth_247,264.5983962903666,3.3429860043330604,134.91501990344685,2.1168,0.0267,1.0793,6.23,9.02,0.3332,0.0535,0.024,0.38,0.063
Synth_248,245.2893437379713,4.351817601360104,73.76262270297268,1.9623,0.0348,0.5901,6.85,13.92,0.4766,0.0696,0.0168,0.317,0.053
Synth_249,206.645158026428,2.389274676582439,487.74286119436414,1.6532,0.0191,3.9019,3.03,4.01,0.1157,0.0382,0.0691,0.644,0.107
Synth_250,181.9849322879586,2.253008180939446,116.21395316820455,1.4559,0.018,0.9297,5.62,7.98,0.2027,0.036,0.0395,0.487,0.081
Synth_251,238.43990333776583,4.267943322786431,548.3047843113536,1.9075,0.0341,4.3864,2.46,5.05,0.1683,0.0683,0.0475,0.534,0.089
Synth_252,306.7016510385112,5.907834078724026,260.2711479401047,2.4536,0.0473,2.0822,3.91,8.63,0.3697,0.0945,0.0216,0.36,0.06
Synth_253,295.652474404117,3.141360320101932,369.3678197705124,2.3652,0.0251,2.9549,4.34,5.28,0.2181,0.0503,0.0367,0.469,0.078
Synth_254,157.59600494568974,4.755281462345878,564.3546880203238,1.2608,0.038,4.5148,1.52,5.26,0.1157,0.0761,0.0691,0.644,0.107
Synth_255,249.71132030765028,1.887937379728009,110.01650896601096,1.9977,0.0151,0.8801,8.66,7.51,0.2617,0.0302,0.0306,0.428,0.071
Synth_256,229.78994945343695,5.185191194096224,557.5947729009698,1.8383,0.0415,4.4608,2.14,5.53,0.1773,0.083,0.0451,0.52,0.087
Synth_257,92.93117856938412,5.185067842395494,517.1614180643597,0.7434,0.0415,4.1373,0.9,5.74,0.0744,0.083,0.1075,0.803,0.134
Synth_258,241.23029293453496,3.5920144057185093,188.6903211728524,1.9298,0.0287,1.5095,4.63,7.91,0.2663,0.0575,0.03,0.425,0.071
Synth_259,300.2243977699809,1.6985066098537709,360.7808531207882,2.4018,0.0136,2.8862,6.06,3.93,0.1648,0.0272,0.0485,0.54,0.09
Synth_260,179.8126210726223,2.4350424966698574,246.7443797971184,1.4385,0.0195,1.974,3.67,5.69,0.1429,0.039,0.056,0.58,0.097
Synth_261,75.6960170018199,3.2907503626418846,463.5110048499962,0.6056,0.0263,3.7081,0.97,4.83,0.051,0.0527,0.1568,0.97,0.162
Synth_262,227.0714318323536,5.600480839769972,379.45438437938327,1.8166,0.0448,3.0356,2.46,6.96,0.2207,0.0896,0.0362,0.466,0.078
Synth_263,93.60165340186882,4.016233011389521,263.9424320141512,0.7488,0.0321,2.1115,1.44,7.07,0.0924,0.0643,0.0866,0.721,0.12
Synth_264,259.0561850171334,6.171282462500747,545.660686106513,2.0724,0.0494,4.3653,2.23,6.09,0.2204,0.0987,0.0363,0.467,0.078
Synth_265,147.9652105884307,3.0344166689013496,204.08161629530787,1.1837,0.0243,1.6327,2.97,6.99,0.1443,0.0486,0.0554,0.577,0.096
Synth_266,91.45444902949583,2.063678515366987,216.24510101194832,0.7316,0.0165,1.73,2.16,5.6,0.0715,0.033,0.1119,0.82,0.137
Synth_267,245.3728371603169,3.613665498718284,302.74728076305166,1.963,0.0289,2.422,3.71,6.26,0.2145,0.0578,0.0373,0.473,0.079
Synth_268,162.62409204314093,4.586504058306119,586.0055114782979,1.301,0.0367,4.688,1.57,5.07,0.1151,0.0734,0.0695,0.646,0.108
Synth_269,108.2949995068276,4.847069881173138,491.0082035603536,0.8664,0.0388,3.9281,1.11,5.69,0.0861,0.0776,0.0929,0.747,0.124
Synth_270,174.65137698899323,6.072766439499257,223.0911238782571,1.3972,0.0486,1.7847,2.37,9.45,0.2305,0.0972,0.0347,0.456,0.076
Synth_271,143.79825202490048,3.723734517744976,182.5528944202196,1.1504,0.0298,1.4604,2.76,8.18,0.1643,0.0596,0.0487,0.541,0.09
Synth_272,244.89233757439973,3.0978959029767004,79.7500826668495,1.9591,0.0248,0.638,7.79,11.29,0.3861,0.0496,0.0207,0.353,0.059
Synth_273,263.9913951359506,5.577645766891588,540.1141593522004,2.1119,0.0446,4.3209,2.4,5.82,0.2146,0.0892,0.0373,0.473,0.079
Synth_274,113.81799036406488,2.3835098229623406,238.75049940629648,0.9105,0.0191,1.91,2.39,5.72,0.091,0.0381,0.0879,0.726,0.121
Synth_275,303.98301089668905,1.6225013500526946,527.8100776158988,2.4319,0.013,4.2225,5.19,3.18,0.1348,0.026,0.0593,0.597,0.099
Synth_276,318.5517526249666,4.86760950499171,268.99919233793617,2.5484,0.0389,2.152,4.4,7.71,0.3428,0.0779,0.0233,0.374,0.062
Synth_277,239.722637478665,2.090526497428538,40.56802617019217,1.9178,0.0167,0.3245,13.02,13.01,0.4353,0.0334,0.0184,0.332,0.055
Synth_278,83.79355951153543,3.921027523609167,77.53898186546903,0.6703,0.0314,0.6203,2.4,12.88,0.1507,0.0627,0.0531,0.564,0.094
Synth_279,229.20253420251555,1.554283294618156,333.3018634309225,1.8336,0.0124,2.6664,5.04,3.91,0.1252,0.0249,0.0639,0.619,0.103
Synth_280,141.1597535832381,5.9091176216301005,163.01528231551083,1.1293,0.0473,1.3041,2.27,10.91,0.215,0.0945,0.0372,0.472,0.079
Synth_281,318.9222065953179,5.704585772391569,192.14184927223343,2.5514,0.0456,1.5371,4.82,9.87,0.4396,0.0913,0.0182,0.33,0.055
Synth_282,75.87860702042758,4.540524227475338,204.7368823548688,0.607,0.0363,1.6379,1.24,8.53,0.0904,0.0726,0.0885,0.729,0.121
Synth_283,177.01122198253825,2.458382044462638,53.581329857050086,1.4161,0.0197,0.4287,7.71,12.27,0.3033,0.0393,0.0264,0.398,0.066
Synth_284,245.16311189900463,4.056897895940516,423.1979150181455,1.9613,0.0325,3.3856,2.96,5.61,0.192,0.0649,0.0417,0.5,0.083
Synth_285,210.1040084449484,6.3855210351004015,118.2905235295604,1.6808,0.0511,0.9463,3.82,13.31,0.3905,0.1022,0.0205,0.351,0.058
Synth_286,305.97922451894215,5.045071477423862,113.34543735266575,2.4478,0.0404,0.9068,6.4,12.09,0.5164,0.0807,0.0155,0.305,0.051
Synth_287,184.09437696071973,2.662005633020474,55.45779831154959,1.4728,0.0213,0.4437,7.58,12.55,0.3227,0.0426,0.0248,0.386,0.064
Synth_288,154.1744136070314,4.892064852004825,228.51726109966296,1.2334,0.0391,1.8281,2.31,8.38,0.1805,0.0783,0.0443,0.516,0.086
Synth_289,201.17317310347303,3.0528578813270566,413.98747004816687,1.6094,0.0244,3.3119,2.83,4.92,0.1382,0.0488,0.0579,0.589,0.098
Synth_290,265.88394218536445,2.231040860471071,506.96488884837976,2.1271,0.0178,4.0557,3.95,3.8,0.1411,0.0357,0.0567,0.583,0.097
Synth_291,182.41565888630785,3.568683205382249,355.78379281934696,1.4593,0.0285,2.8463,2.56,5.74,0.1462,0.0571,0.0547,0.573,0.096
Synth_292,130.84824466314055,4.670027914385338,599.0503124608912,1.0468,0.0374,4.7924,1.24,5.06,0.0924,0.0747,0.0866,0.721,0.12
Synth_293,187.33496788211264,3.538692372918046,555.980272618431,1.4987,0.0283,4.4478,2.11,4.57,0.1196,0.0566,0.0669,0.634,0.106
Synth_294,88.90916367376767,2.1476245223178845,370.158864051218,0.7113,0.0172,2.9613,1.58,4.36,0.0542,0.0344,0.1477,0.941,0.157
Synth_295,220.25465123725783,3.762722652508471,204.2654004397513,1.762,0.0301,1.6341,3.97,7.78,0.2391,0.0602,0.0335,0.448,0.075
Synth_296,108.6921443292122,3.5297605488177823,195.63699360638924,0.8695,0.0282,1.5651,2.07,7.7,0.1168,0.0565,0.0685,0.641,0.107
Synth_297,201.8271126351705,5.210342042805198,197.4733176934872,1.6146,0.0417,1.5798,3.15,9.31,0.2623,0.0834,0.0305,0.428,0.071
Synth_298,127.3114070186902,5.139705562328024,561.2837846794863,1.0185,0.0411,4.4903,1.19,5.48,0.0975,0.0822,0.0821,0.702,0.117
Synth_299,261.1067177662876,6.141148578500795,274.4110916459743,2.0889,0.0491,2.1953,3.18,8.57,0.3125,0.0983,0.0256,0.392,0.065
Synth_300,156.86095994989017,5.325030970064095,435.8013003725934,1.2549,0.0426,3.4864,1.63,6.33,0.1387,0.0852,0.0577,0.588,0.098
Synth_301,71.89255438122792,5.92715985817868,259.8933688788258,0.5751,0.0474,2.0791,0.92,8.65,0.0869,0.0948,0.0921,0.743,0.124
Synth_302,162.3054446803731,5.466636550408948,411.1388423952422,1.2984,0.0437,3.2891,1.71,6.61,0.1497,0.0875,0.0534,0.566,0.094
Synth_303,111.7964045698378,6.439765957580171,389.49833777119545,0.8944,0.0515,3.116,1.12,7.37,0.115,0.103,0.0696,0.646,0.108
Synth_304,175.16241666586467,6.446312723754285,348.4020368461376,1.4013,0.0516,2.7872,1.85,7.79,0.1906,0.1031,0.042,0.502,0.084
Synth_305,202.6717733473052,5.50306565224901,151.378654300003,1.6214,0.044,1.211,3.51,10.92,0.3091,0.088,0.0259,0.394,0.066
Synth_306,78.83422637329123,1.716784255438256,177.47817112289107,0.6307,0.0137,1.4198,2.26,5.64,0.062,0.0275,0.129,0.88,0.147
Synth_307,301.47081812099714,3.040435250682766,53.87267859148568,2.4118,0.0243,0.431,11.78,13.61,0.573,0.0486,0.014,0.289,0.048
Synth_308,292.35717752501483,6.397061910354706,412.93096729930784,2.3389,0.0512,3.3034,2.84,7.13,0.2911,0.1024,0.0275,0.406,0.068
Synth_309,273.54075512604004,4.488626415957947,538.1530608179455,2.1883,0.0359,4.3052,2.78,5.23,0.1999,0.0718,0.04,0.49,0.082
Synth_310,153.72801354008325,1.6980930643032304,71.42165254236829,1.2298,0.0136,0.5714,6.98,8.83,0.1896,0.0272,0.0422,0.503,0.084
Synth_311,286.52620899946726,2.9708136639525637,534.5230741611338,2.2922,0.0238,4.2762,3.6,4.27,0.1709,0.0475,0.0468,0.53,0.088
Synth_312,299.1461082672612,2.212019341694793,208.08629339092488,2.3932,0.0177,1.6647,6.97,5.91,0.2467,0.0354,0.0324,0.441,0.074
Synth_313,221.27285364754053,5.084634114212004,373.64827910633545,1.7702,0.0407,2.9892,2.54,6.68,0.2065,0.0814,0.0387,0.482,0.08
Synth_314,81.67532766276821,3.727476454121441,224.59011324211008,0.6534,0.0298,1.7967,1.41,7.38,0.0842,0.0596,0.095,0.755,0.126
Synth_315,102.30735884211732,2.661119327358557,281.8657312910468,0.8185,0.0213,2.2549,1.87,5.57,0.0795,0.0426,0.1006,0.777,0.129
Synth_316,198.67672484676777,4.763386220197114,455.8702849512555,1.5894,0.0381,3.647,2.13,5.86,0.1625,0.0762,0.0492,0.544,0.091
Synth_317,76.85136930447591,2.757416546006464,67.04047249123646,0.6148,0.0221,0.5363,2.83,11.62,0.1247,0.0441,0.0642,0.62,0.103
Synth_318,112.9510775894161,4.780786579789831,142.4956261130074,0.9036,0.0382,1.14,2.16,10.49,0.1655,0.0765,0.0483,0.539,0.09
Synth_319,160.06372375714008,3.632219810060704,189.70243928032704,1.2805,0.0291,1.5176,3.05,7.93,0.1772,0.0581,0.0451,0.52,0.087
Synth_320,132.817929123101,2.6691654852178104,65.01401251424213,1.0625,0.0214,0.5201,5.04,11.61,0.2153,0.0427,0.0372,0.472,0.079
Synth_321,234.9233823283795,3.766775088014792,224.38735422558568,1.8794,0.0301,1.7951,4.04,7.42,0.2435,0.0603,0.0329,0.444,0.074
Synth_322,116.66790549419966,3.326821434922004,317.0654492988342,0.9333,0.0266,2.5365,1.8,5.87,0.0956,0.0532,0.0837,0.709,0.118
Synth_323,219.0530462188514,6.206410665912537,513.3680373535178,1.7524,0.0497,4.1069,1.94,6.3,0.1927,0.0993,0.0415,0.499,0.083
Synth_324,199.27530466936548,5.343787115480467,237.78586482393965,1.5942,0.0428,1.9023,2.8,8.59,0.239,0.0855,0.0335,0.448,0.075
Synth_325,212.6957091562897,1.6639374214466511,158.6586304807236,1.7016,0.0133,1.2693,6.55,5.87,0.1743,0.0266,0.0459,0.525,0.087
Synth_326,319.7462368293678,3.041757130506084,268.826784101043,2.558,0.0243,2.1506,5.59,6.09,0.2721,0.0487,0.0294,0.42,0.07
Synth_327,183.41646285737136,6.026078715001455,248.35603995687944,1.4673,0.0482,1.9868,2.37,8.92,0.2286,0.0964,0.035,0.458,0.076
Synth_328,276.0123677551033,2.881124882299102,284.743086682754,2.2081,0.023,2.2779,4.82,5.76,0.2221,0.0461,0.036,0.465,0.077
Synth_329,171.9428467915344,3.772962167773612,259.61425217621235,1.3755,0.0302,2.0769,2.75,6.91,0.1658,0.0604,0.0482,0.538,0.09
Synth_330,163.42740168817528,2.3040808533945567,43.18897260647507,1.3074,0.0184,0.3455,8.19,13.23,0.302,0.0369,0.0265,0.399,0.066
Synth_331,212.38463099166333,6.26606959042614,364.8205303462558,1.6991,0.0501,2.9186,2.22,7.51,0.2227,0.1003,0.0359,0.464,0.077
Synth_332,86.95414783496524,5.891253433890481,341.5349734343324,0.6956,0.0471,2.7323,0.97,7.53,0.0914,0.0943,0.0876,0.725,0.121
Synth_333,166.38844359815414,6.178237324083684,449.7366129482733,1.3311,0.0494,3.5979,1.58,6.72,0.156,0.0989,0.0513,0.555,0.092
Synth_334,156.81203458393324,4.417034745435206,506.8323411507844,1.2545,0.0353,4.0547,1.66,5.35,0.1171,0.0707,0.0683,0.64,0.107
Synth_335,186.9198286494433,4.641562665481542,85.75027214785766,1.4954,0.0371,0.686,4.68,13.33,0.3479,0.0743,0.023,0.371,0.062
Synth_336,127.09433666670417,4.905087590781393,257.7728417918638,1.0168,0.0392,2.0622,1.79,7.9,0.1403,0.0785,0.057,0.585,0.098
Synth_337,156.0011777951413,2.288822759773566,454.97740518081935,1.248,0.0183,3.6398,2.42,4.06,0.0885,0.0366,0.0904,0.736,0.123
Synth_338,225.32918244332836,2.390126197601198,347.53132238285525,1.8026,0.0191,2.7803,3.91,4.75,0.1495,0.0382,0.0535,0.567,0.094
Synth_339,143.70333463001964,3.9355260869462674,553.8513525673604,1.1496,0.0315,4.4308,1.54,4.83,0.0969,0.063,0.0826,0.704,0.117
Synth_340,185.43927566648847,6.153485266258191,79.73252361703138,1.4835,0.0492,0.6379,4.19,15.92,0.4121,0.0985,0.0194,0.341,0.057
Synth_341,243.31123456754588,5.807436711647348,312.9040615022797,1.9465,0.0465,2.5032,2.85,7.81,0.2652,0.0929,0.0302,0.425,0.071
Synth_342,76.87426677250144,6.300212521122092,227.85385260530967,0.615,0.0504,1.8228,1.01,9.53,0.1023,0.1008,0.0782,0.685,0.114
Synth_343,88.95728891329674,3.888457713652634,238.9275259783172,0.7117,0.0311,1.9114,1.46,7.31,0.0908,0.0622,0.0881,0.727,0.121
Synth_344,148.22320445806633,4.798401162938188,465.59569732164016,1.1858,0.0384,3.7248,1.57,5.82,0.1204,0.0768,0.0665,0.631,0.105
Synth_345,97.93614231652867,1.5004949665439735,273.29011657711646,0.7835,0.012,2.1863,2.42,4.25,0.0581,0.024,0.1378,0.909,0.152
Synth_346,208.9792597355681,1.773663192231841,548.9214012692025,1.6718,0.0142,4.3914,3.35,3.26,0.095,0.0284,0.0842,0.711,0.118
Synth_347,287.6686420341846,3.686460810823188,330.65262578897915,2.3013,0.0295,2.6452,4.12,6.05,0.243,0.059,0.0329,0.444,0.074
Synth_348,293.44827243718726,5.453147247181255,238.3462403295139,2.3476,0.0436,1.9068,4.07,8.67,0.3551,0.0873,0.0225,0.368,0.061
Synth_349,308.9120000735391,2.601379956910518,90.13224165027874,2.4713,0.0208,0.7211,10.09,9.73,0.4198,0.0416,0.0191,0.338,0.056
Synth_350,264.7200819564288,3.0621006220143125,397.8711690540961,2.1178,0.0245,3.183,3.79,5.03,0.1858,0.049,0.0431,0.508,0.085
Synth_351,193.11817747590544,2.036092776341609,50.945025440792406,1.5449,0.0163,0.4076,9.48,11.45,0.3089,0.0326,0.0259,0.394,0.066
Synth_352,234.28672502130516,4.3446690075195775,446.644492782405,1.8743,0.0348,3.5732,2.66,5.65,0.1849,0.0695,0.0433,0.51,0.085
Synth_353,127.13984003102784,4.910562388344202,88.77314542198187,1.0171,0.0393,0.7102,3.04,13.48,0.2392,0.0786,0.0334,0.448,0.075
Synth_354,217.22356932349535,2.6898075876676337,314.8451774906058,1.7378,0.0215,2.5188,3.73,5.3,0.1606,0.043,0.0498,0.547,0.091
Synth_355,98.35117570599058,5.003962261772626,428.8216596693498,0.7868,0.04,3.4306,1.06,6.19,0.085,0.0801,0.0941,0.751,0.125
Synth_356,125.05240608349094,2.009806097664192,375.8230207811972,1.0004,0.0161,3.0066,2.28,4.19,0.0732,0.0322,0.1094,0.81,0.135
Synth_357,254.24815181632948,5.187180348664874,80.80158174845454,2.034,0.0415,0.6464,6.21,14.52,0.5154,0.083,0.0155,0.305,0.051
Synth_358,286.47271761725,3.1903827950037336,159.04796109240328,2.2918,0.0255,1.2724,6.36,8.11,0.3246,0.051,0.0246,0.385,0.064
Synth_359,106.57273075032772,3.139738795674519,556.273468892871,0.8526,0.0251,4.4502,1.28,4.3,0.0641,0.0502,0.1249,0.866,0.144
Synth_360,78.93097868998672,3.057074137343528,191.7072305719797,0.6314,0.0245,1.5337,1.63,7.24,0.0797,0.0489,0.1003,0.776,0.129
Synth_361,109.78596607467044,2.267971104352141,263.87321583940576,0.8783,0.0181,2.111,2.24,5.31,0.0814,0.0363,0.0982,0.768,0.128
Synth_362,236.61684873817072,4.9099286070301495,397.2774595141475,1.8929,0.0393,3.1782,2.68,6.37,0.2104,0.0786,0.038,0.478,0.08
Synth_363,99.85863153296889,1.5799746429255443,327.0014362595059,0.7989,0.0126,2.616,2.2,3.98,0.0555,0.0253,0.1441,0.93,0.155
Synth_364,244.61500600053944,3.902216711986604,469.0552462971911,1.9569,0.0312,3.7524,2.86,5.23,0.1785,0.0624,0.0448,0.519,0.086
Synth_365,87.57557391014403,2.543379330860957,332.68827862135294,0.7006,0.0203,2.6615,1.51,5.01,0.0613,0.0407,0.1306,0.885,0.148
Synth_366,225.17381765301397,6.368146386473252,586.9646327342492,1.8014,0.0509,4.6957,1.84,5.97,0.1876,0.1019,0.0426,0.506,0.084
Synth_367,74.13169944933775,2.431055782975197,332.9794478508344,0.5931,0.0194,2.6638,1.3,4.9,0.0507,0.0389,0.1579,0.973,0.162
